Texas A&M Aggies,298,Chris Collins\chris-collins-4,12,JR,G,6-2,180,Friendswood TX,Friendswood HS,1.5,1,0.1
Texas A&M Aggies,298,Isiah Jasey\isiah-jasey-1,15,FR,F,6-10,248,Killeen TX,Sunrise Christian Academy,0.4,0.5,0
Texas A&M Aggies,298,Cameron Alo\cameron-alo-1,33,,G,5-9,167,,St. Thomas High School,0,0,0.5
Texas A&M Aggies,298,Frank Byers\frank-byers-1,22,JR,G,5-10,168,Dallas TX,South Oak Cliff HS,0,0.3,0
Texas A&M Aggies,298,Mark French\mark-french-1,11,SO,G,5-8,150,Plano TX,Prestonwood Christian Academy,0,0,0
Texas A&M Aggies,298,Josh Nebo\josh-nebo-1,32,,F,6-9,242,Houston TX,Cypress Lakes HS,,,
Texas A&M Aggies,298,John Walker III\john-walkeriii-1,24,,F,6-9,170,,,,,
Vanderbilt Commodores,324,Jeff Roberson\jeff-roberson-1,11,SR,F,6-6,206,Houston TX,The Kinkaid School,16.9,7.1,1.5
Vanderbilt Commodores,324,Riley LaChance\riley-lachance-1,13,SR,G,6-2,194,Brookfield WI,Brookfield Central HS,14.1,3.2,3.2
Vanderbilt Commodores,324,Saben Lee\saben-lee-1,0,FR,G,6-2,174,Phoenix AZ,Corona del Sol High School,10.6,3,3.1
Vanderbilt Commodores,324,Matthew Fisher-Davis\matthew-fisher-davis-1,5,SR,G,6-5,173,Charlotte NC,Butler HS,11.2,4.8,1.2
Vanderbilt Commodores,324,Joe Toye\joe-toye-1,2,JR,G,6-7,201,Chicago IL,Whitney Young HS,5.7,2,0.8
Vanderbilt Commodores,324,Payton Willis\payton-willis-1,1,SO,G,6-4,182,Fayetteville AR,Fayetteville High School,5.1,1.9,1.4
Vanderbilt Commodores,324,Clevon Brown\clevon-brown-1,15,SO,F,6-8,219,San Antonio TX,Winston Churchill High School,3.9,3.1,0.2
Vanderbilt Commodores,324,Maxwell Evans\maxwell-evans-1,10,FR,G,6-2,186,Houston TX,Bellaire High School,3.9,1.9,0.5
Vanderbilt Commodores,324,Djery Baptiste\djery-baptiste-1,12,SO,C,6-10,235,Haiti,Prestonwood Christian HS,3.1,3.6,0.2
Vanderbilt Commodores,324,Ejike Obinna\ejike-obinna-1,50,FR,F,6-10,234,Nigeria,Virginia Academy,2.7,2.1,0
Vanderbilt Commodores,324,Larry Austin\larry-austin-1,3,JR,G,6-2,174,Springfield IL,Lanphier HS,2.5,1.4,1
Vanderbilt Commodores,324,Isaiah Rice\isaiah-rice-1,14,,G,5-11,189,,Park Tudor School,0.5,0,0
Vanderbilt Commodores,324,Matt Ryan\matt-ryan-1,32,,F,6-8,209,Cortlandt Manor NY,Iona Prep (NY),,,
Vanderbilt Commodores,324,Yanni Wetzell\yanni-wetzell-1,4,,F,6-10,235,,,,,
